dataset,seed,method,batch,threshold,test_auc,test_average_precision,n,fail_n,auto_release_rate,inspection_rate,missed_failure_rate,false_accepts,inspected_failure_count,review_fail_capture,domain_auc,shift_flag,mean_density_weight,min_density_weight,median_density_weight,max_density_weight,low_clip_fraction,high_clip_fraction,gate_mode,minimum_failures
AI4I,37,Mondrian-CP,12,0.07000922341303228,0.953130924829038,0.6947760139744521,50.0,2.0,0.9,0.1,0.5,1.0,1.0,0.5,1.0,1,,,,,,,,
AI4I,37,Mondrian-CP,13,0.07000922341303228,0.953130924829038,0.6947760139744521,50.0,1.0,0.96,0.04,0.0,0.0,1.0,1.0,1.0,1,,,,,,,,
AI4I,37,Mondrian-CP,14,0.07000922341303228,0.953130924829038,0.6947760139744521,50.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,,,,,,,,
AI4I,37,Mondrian-CP,15,0.07000922341303228,0.953130924829038,0.6947760139744521,50.0,0.0,0.98,0.02,0.0,0.0,0.0,0.0,1.0,1,,,,,,,,
AI4I,37,Mondrian-CP,16,0.07000922341303228,0.953130924829038,0.6947760139744521,50.0,1.0,0.92,0.08,0.0,0.0,1.0,1.0,1.0,1,,,,,,,,
AI4I,37,Mondrian-CP,17,0.07000922341303228,0.953130924829038,0.6947760139744521,50.0,0.0,0.98,0.02,0.0,0.0,0.0,0.0,1.0,1,,,,,,,,
AI4I,37,Mondrian-CP,18,0.07000922341303228,0.953130924829038,0.6947760139744521,50.0,1.0,0.96,0.04,0.0,0.0,1.0,1.0,1.0,1,,,,,,,,
AI4I,37,Mondrian-CP,19,0.07000922341303228,0.953130924829038,0.6947760139744521,50.0,0.0,0.98,0.02,0.0,0.0,0.0,0.0,1.0,1,,,,,,,,
AI4I,37,Mondrian-CP,20,0.07000922341303228,0.953130924829038,0.6947760139744521,50.0,4.0,0.86,0.14,0.25,1.0,3.0,0.75,1.0,1,,,,,,,,
AI4I,37,Mondrian-CP,21,0.07000922341303228,0.953130924829038,0.6947760139744521,50.0,1.0,0.96,0.04,0.0,0.0,1.0,1.0,1.0,1,,,,,,,,
AI4I,37,Mondrian-CP,22,0.07000922341303228,0.953130924829038,0.6947760139744521,50.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,,,,,,,,
AI4I,37,Mondrian-CP,23,0.07000922341303228,0.953130924829038,0.6947760139744521,50.0,2.0,0.94,0.06,0.5,1.0,1.0,0.5,1.0,1,,,,,,,,
AI4I,37,Mondrian-CP,24,0.07000922341303228,0.953130924829038,0.6947760139744521,50.0,0.0,0.96,0.04,0.0,0.0,0.0,0.0,1.0,1,,,,,,,,
AI4I,37,Mondrian-CP,25,0.07000922341303228,0.953130924829038,0.6947760139744521,50.0,0.0,0.96,0.04,0.0,0.0,0.0,0.0,1.0,1,,,,,,,,
AI4I,37,Mondrian-CP,26,0.07000922341303228,0.953130924829038,0.6947760139744521,50.0,0.0,0.96,0.04,0.0,0.0,0.0,0.0,1.0,1,,,,,,,,
AI4I,37,Mondrian-CP,27,0.07000922341303228,0.953130924829038,0.6947760139744521,50.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,,,,,,,,
AI4I,37,Mondrian-CP,28,0.07000922341303228,0.953130924829038,0.6947760139744521,50.0,1.0,0.96,0.04,0.0,0.0,1.0,1.0,1.0,1,,,,,,,,
AI4I,37,Mondrian-CP,29,0.07000922341303228,0.953130924829038,0.6947760139744521,50.0,1.0,0.9,0.1,0.0,0.0,1.0,1.0,0.9999687656171914,1,,,,,,,,
AI4I,37,Mondrian-CP,30,0.07000922341303228,0.953130924829038,0.6947760139744521,50.0,0.0,0.94,0.06,0.0,0.0,0.0,0.0,0.9964701616247167,1,,,,,,,,
AI4I,37,Mondrian-CP,31,0.07000922341303228,0.953130924829038,0.6947760139744521,50.0,1.0,0.92,0.08,1.0,1.0,0.0,0.0,0.993503496661844,1,,,,,,,,
AI4I,37,Mondrian-CP,32,0.07000922341303228,0.953130924829038,0.6947760139744521,50.0,1.0,0.96,0.04,0.0,0.0,1.0,1.0,1.0,1,,,,,,,,
AI4I,37,Mondrian-CP,33,0.07000922341303228,0.953130924829038,0.6947760139744521,50.0,6.0,0.66,0.34,0.0,0.0,6.0,1.0,1.0,1,,,,,,,,
AI4I,37,Mondrian-CP,34,0.07000922341303228,0.953130924829038,0.6947760139744521,50.0,0.0,0.92,0.08,0.0,0.0,0.0,0.0,1.0,1,,,,,,,,
AI4I,37,Mondrian-CP,35,0.07000922341303228,0.953130924829038,0.6947760139744521,50.0,2.0,0.92,0.08,0.0,0.0,2.0,1.0,1.0,1,,,,,,,,
AI4I,37,Mondrian-CP,36,0.07000922341303228,0.953130924829038,0.6947760139744521,50.0,2.0,0.8,0.2,0.0,0.0,2.0,1.0,1.0,1,,,,,,,,
AI4I,37,Mondrian-CP,37,0.07000922341303228,0.953130924829038,0.6947760139744521,50.0,0.0,0.98,0.02,0.0,0.0,0.0,0.0,1.0,1,,,,,,,,
AI4I,37,Mondrian-CP,38,0.07000922341303228,0.953130924829038,0.6947760139744521,50.0,0.0,0.96,0.04,0.0,0.0,0.0,0.0,1.0,1,,,,,,,,
AI4I,37,Mondrian-CP,39,0.07000922341303228,0.953130924829038,0.6947760139744521,50.0,1.0,0.98,0.02,0.0,0.0,1.0,1.0,1.0,1,,,,,,,,
AI4I,37,Weighted-Mondrian,0,0.07749340910207782,0.953130924829038,0.6947760139744521,50.0,1.0,0.86,0.14,0.0,0.0,1.0,1.0,0.9326966915323472,1,1.719762153768088,0.12386242148299963,1.197000101877424,13.718421826559688,0.0,0.0,,
AI4I,37,Weighted-Mondrian,1,0.07306374724709343,0.953130924829038,0.6947760139744521,50.0,0.0,0.96,0.04,0.0,0.0,0.0,0.0,0.8766365194456296,1,1.7070827326526812,0.20030754915041235,1.0465270072092405,6.9190358521563,0.0,0.0,,
AI4I,37,Weighted-Mondrian,2,0.07255969381839349,0.953130924829038,0.6947760139744521,50.0,1.0,0.88,0.12,1.0,1.0,0.0,0.0,0.9340422473359681,1,1.70282954233161,0.12606505708025995,1.1186730890710193,9.299538358260254,0.0,0.0,,
AI4I,37,Weighted-Mondrian,3,0.0742440421635468,0.953130924829038,0.6947760139744521,50.0,3.0,0.78,0.22,0.0,0.0,3.0,1.0,0.992996275886081,1,1.6407898808981027,0.05,0.8470824269236734,12.51461990362208,0.0065,0.0,,
AI4I,37,Weighted-Mondrian,4,0.07105243447198592,0.953130924829038,0.6947760139744521,50.0,1.0,0.86,0.14,0.0,0.0,1.0,1.0,1.0,1,1.4430464812930242,0.05,0.6721324022506128,17.274985235663934,0.02,0.0,,
AI4I,37,Weighted-Mondrian,5,0.06855249100400804,0.953130924829038,0.6947760139744521,50.0,0.0,0.78,0.22,0.0,0.0,0.0,0.0,1.0,1,1.3577439811813528,0.05,0.6518105116710043,12.77567416740684,0.0185,0.0,,
AI4I,37,Weighted-Mondrian,6,0.06883742765004847,0.953130924829038,0.6947760139744521,50.0,1.0,0.94,0.06,0.0,0.0,1.0,1.0,1.0,1,1.283392208022762,0.05,0.6231610258654278,15.65694386031808,0.003,0.0,,
AI4I,37,Weighted-Mondrian,7,0.06860183878041462,0.953130924829038,0.6947760139744521,50.0,2.0,0.84,0.16,0.0,0.0,2.0,1.0,1.0,1,1.2723888453567354,0.05,0.6054757540678113,15.519379739811983,0.0055,0.0,,
AI4I,37,Weighted-Mondrian,8,0.07016760722593539,0.953130924829038,0.6947760139744521,50.0,1.0,0.88,0.12,0.0,0.0,1.0,1.0,1.0,1,1.2677481825227925,0.05,0.6319279521175405,12.041923882744088,0.004,0.0,,
AI4I,37,Weighted-Mondrian,9,0.0667777226694874,0.953130924829038,0.6947760139744521,50.0,0.0,0.92,0.08,0.0,0.0,0.0,0.0,1.0,1,1.1997725237562322,0.05,0.608687193929747,12.97905157767975,0.004,0.0,,
AI4I,37,Weighted-Mondrian,10,0.06437352905092844,0.953130924829038,0.6947760139744521,50.0,1.0,0.94,0.06,1.0,1.0,0.0,0.0,1.0,1,1.1653533418216544,0.05139556896300336,0.5949224275439071,11.340500206732148,0.0,0.0,,
AI4I,37,Weighted-Mondrian,11,0.044057728415375474,0.953130924829038,0.6947760139744521,50.0,1.0,0.94,0.06,0.0,0.0,1.0,1.0,1.0,1,1.022184782175904,0.08842048380083084,0.60151032225147,7.427731389737123,0.0,0.0,,
AI4I,37,Weighted-Mondrian,12,0.06883742765004847,0.953130924829038,0.6947760139744521,50.0,2.0,0.9,0.1,0.5,1.0,1.0,0.5,1.0,1,0.9777258239459938,0.09636625145673633,0.6066212281741092,6.4271334410384835,0.0,0.0,,
AI4I,37,Weighted-Mondrian,13,0.07000922341303228,0.953130924829038,0.6947760139744521,50.0,1.0,0.96,0.04,0.0,0.0,1.0,1.0,1.0,1,0.9670204313288691,0.1051704982394694,0.615495862831263,6.30597254429895,0.0,0.0,,
AI4I,37,Weighted-Mondrian,14,0.06855249100400804,0.953130924829038,0.6947760139744521,50.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0.9609477450340821,0.10042656573628642,0.6185124998486298,6.1512665920949665,0.0,0.0,,
AI4I,37,Weighted-Mondrian,15,0.06883742765004847,0.953130924829038,0.6947760139744521,50.0,0.0,0.98,0.02,0.0,0.0,0.0,0.0,1.0,1,0.9796389355552118,0.09954957088661015,0.6073827691361255,6.888280266022044,0.0,0.0,,
AI4I,37,Weighted-Mondrian,16,0.07000922341303228,0.953130924829038,0.6947760139744521,50.0,1.0,0.92,0.08,0.0,0.0,1.0,1.0,1.0,1,0.971971671267521,0.10321549834187665,0.6157721426365083,6.696440433604885,0.0,0.0,,
AI4I,37,Weighted-Mondrian,17,0.06439695957293481,0.953130924829038,0.6947760139744521,50.0,0.0,0.98,0.02,0.0,0.0,0.0,0.0,1.0,1,1.0343381137574275,0.06886229963621424,0.6033024874183259,8.721346585758926,0.0,0.0,,
AI4I,37,Weighted-Mondrian,18,0.06883742765004847,0.953130924829038,0.6947760139744521,50.0,1.0,0.96,0.04,0.0,0.0,1.0,1.0,1.0,1,0.9591367180488283,0.110793917891079,0.613933901574233,6.564197283176789,0.0,0.0,,
AI4I,37,Weighted-Mondrian,19,0.06883742765004847,0.953130924829038,0.6947760139744521,50.0,0.0,0.98,0.02,0.0,0.0,0.0,0.0,1.0,1,0.9377053612906942,0.12493026419826234,0.6062541466019169,5.627358676231582,0.0,0.0,,
AI4I,37,Weighted-Mondrian,20,0.044057728415375474,0.953130924829038,0.6947760139744521,50.0,4.0,0.86,0.14,0.25,1.0,3.0,0.75,1.0,1,0.9579415886017836,0.1096276023498912,0.6082296141951005,6.121292225339272,0.0,0.0,,
AI4I,37,Weighted-Mondrian,21,0.06718391239132165,0.953130924829038,0.6947760139744521,50.0,1.0,0.96,0.04,0.0,0.0,1.0,1.0,1.0,1,0.9490039255607614,0.11695844112233492,0.6072560041170504,5.938428979886616,0.0,0.0,,
AI4I,37,Weighted-Mondrian,22,0.06507495324764676,0.953130924829038,0.6947760139744521,50.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0.9848946991671849,0.09257442181522307,0.604213688617439,6.857131017176994,0.0,0.0,,
AI4I,37,Weighted-Mondrian,23,0.06721522457169317,0.953130924829038,0.6947760139744521,50.0,2.0,0.94,0.06,0.5,1.0,1.0,0.5,1.0,1,1.0205492035601416,0.08296341510253603,0.6001152198280748,7.836269649558776,0.0,0.0,,
AI4I,37,Weighted-Mondrian,24,0.044057728415375474,0.953130924829038,0.6947760139744521,50.0,0.0,0.96,0.04,0.0,0.0,0.0,0.0,1.0,1,1.0617697687708878,0.07278341123713204,0.5915079349053005,8.828105982609992,0.0,0.0,,
AI4I,37,Weighted-Mondrian,25,0.06459035780357116,0.953130924829038,0.6947760139744521,50.0,0.0,0.96,0.04,0.0,0.0,0.0,0.0,1.0,1,1.0928319113616525,0.06562069876548902,0.5824502293211931,9.898703238401295,0.0,0.0,,
AI4I,37,Weighted-Mondrian,26,0.044057728415375474,0.953130924829038,0.6947760139744521,50.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,1.0,1,1.1349017986264494,0.06214526739761052,0.572523191895507,9.674749543732268,0.0,0.0,,
AI4I,37,Weighted-Mondrian,27,0.044057728415375474,0.953130924829038,0.6947760139744521,50.0,0.0,0.98,0.02,0.0,0.0,0.0,0.0,1.0,1,1.0180111452525773,0.08955764806522241,0.5939911319924059,7.6020849644524935,0.0,0.0,,
AI4I,37,Weighted-Mondrian,28,0.06549635011703123,0.953130924829038,0.6947760139744521,50.0,1.0,0.96,0.04,0.0,0.0,1.0,1.0,1.0,1,1.0484735381096983,0.08130567664960288,0.5882208812682426,8.987547277543285,0.0,0.0,,
AI4I,37,Weighted-Mondrian,29,0.06883742765004847,0.953130924829038,0.6947760139744521,50.0,1.0,0.9,0.1,0.0,0.0,1.0,1.0,0.9999687656171914,1,1.2553840436327433,0.05,0.60258368392265,11.809978432134224,0.001,0.0,,
AI4I,37,Weighted-Mondrian,30,0.06947339111524871,0.953130924829038,0.6947760139744521,50.0,0.0,0.94,0.06,0.0,0.0,0.0,0.0,0.9964701616247167,1,1.5069550221078654,0.05,0.7202671718165673,17.99178677099271,0.01,0.0,,
AI4I,37,Weighted-Mondrian,31,0.07296108982177092,0.953130924829038,0.6947760139744521,50.0,1.0,0.94,0.06,1.0,1.0,0.0,0.0,0.993503496661844,1,1.606473355650738,0.05,0.8018887593201989,14.916398226111362,0.0015,0.0,,
AI4I,37,Weighted-Mondrian,32,0.06856007472228275,0.953130924829038,0.6947760139744521,50.0,1.0,0.96,0.04,0.0,0.0,1.0,1.0,1.0,1,1.4306208212067077,0.05,0.6557214683886545,14.333322946223536,0.011,0.0,,
AI4I,37,Weighted-Mondrian,33,0.06438660894660896,0.953130924829038,0.6947760139744521,50.0,6.0,0.64,0.36,0.0,0.0,6.0,1.0,1.0,1,1.4122551793848765,0.05,0.6448869424870487,16.03126517088861,0.008,0.0,,
AI4I,37,Weighted-Mondrian,34,0.06860183878041462,0.953130924829038,0.6947760139744521,50.0,0.0,0.92,0.08,0.0,0.0,0.0,0.0,1.0,1,1.345933422067944,0.05,0.6292183975065198,13.375454472011201,0.0085,0.0,,
AI4I,37,Weighted-Mondrian,35,0.06238504300879165,0.953130924829038,0.6947760139744521,50.0,2.0,0.92,0.08,0.0,0.0,2.0,1.0,1.0,1,1.2172552577282352,0.05,0.6039921655184183,12.737190254759502,0.003,0.0,,
AI4I,37,Weighted-Mondrian,36,0.06883742765004847,0.953130924829038,0.6947760139744521,50.0,2.0,0.8,0.2,0.0,0.0,2.0,1.0,1.0,1,1.1436926205984133,0.06319331224802575,0.5830881321358508,11.396929955688575,0.0,0.0,,
AI4I,37,Weighted-Mondrian,37,0.0630318410313457,0.953130924829038,0.6947760139744521,50.0,0.0,0.98,0.02,0.0,0.0,0.0,0.0,1.0,1,1.2900257174390959,0.05,0.6002856627045722,14.281071470058757,0.001,0.0,,
AI4I,37,Weighted-Mondrian,38,0.044057728415375474,0.953130924829038,0.6947760139744521,50.0,0.0,0.94,0.06,0.0,0.0,0.0,0.0,1.0,1,1.1238077725962285,0.06958698185969908,0.5663839575795218,10.78358425742577,0.0,0.0,,
AI4I,37,Weighted-Mondrian,39,0.044057728415375474,0.953130924829038,0.6947760139744521,50.0,1.0,0.94,0.06,0.0,0.0,1.0,1.0,1.0,1,1.1021560921956701,0.06393542369741675,0.5400475975059136,8.437429513423174,0.0,0.0,,
AI4I,37,Periodic-Rolling-CP,0,0.07000922341303228,0.953130924829038,0.6947760139744521,50.0,1.0,0.84,0.16,0.0,0.0,1.0,1.0,0.9326966915323472,1,,,,,,,stable,5.0
AI4I,37,Periodic-Rolling-CP,1,0.07000922341303228,0.953130924829038,0.6947760139744521,50.0,0.0,0.94,0.06,0.0,0.0,0.0,0.0,0.8766365194456296,1,,,,,,,stable,5.0
AI4I,37,Periodic-Rolling-CP,2,0.07000922341303228,0.953130924829038,0.6947760139744521,50.0,1.0,0.88,0.12,1.0,1.0,0.0,0.0,0.9340422473359681,1,,,,,,,stable,5.0
AI4I,37,Periodic-Rolling-CP,3,0.07000922341303228,0.953130924829038,0.6947760139744521,50.0,3.0,0.78,0.22,0.0,0.0,3.0,1.0,0.992996275886081,1,,,,,,,stable,5.0
AI4I,37,Periodic-Rolling-CP,4,0.07000922341303228,0.953130924829038,0.6947760139744521,50.0,1.0,0.86,0.14,0.0,0.0,1.0,1.0,1.0,1,,,,,,,stable,5.0
AI4I,37,Periodic-Rolling-CP,5,0.08038741268363557,0.953130924829038,0.6947760139744521,50.0,0.0,0.84,0.16,0.0,0.0,0.0,0.0,1.0,1,,,,,,,rolling-calibration,5.0
AI4I,37,Periodic-Rolling-CP,6,0.08168790621730285,0.953130924829038,0.6947760139744521,50.0,1.0,0.96,0.04,0.0,0.0,1.0,1.0,1.0,1,,,,,,,rolling-calibration,5.0
AI4I,37,Periodic-Rolling-CP,7,0.08206616693739997,0.953130924829038,0.6947760139744521,50.0,2.0,0.86,0.14,0.5,1.0,1.0,0.5,1.0,1,,,,,,,rolling-calibration,5.0
AI4I,37,Periodic-Rolling-CP,8,0.08307922180230262,0.953130924829038,0.6947760139744521,50.0,1.0,0.88,0.12,0.0,0.0,1.0,1.0,1.0,1,,,,,,,rolling-calibration,5.0
AI4I,37,Periodic-Rolling-CP,9,0.08402231149164362,0.953130924829038,0.6947760139744521,50.0,0.0,0.94,0.06,0.0,0.0,0.0,0.0,1.0,1,,,,,,,rolling-calibration,5.0
AI4I,37,Periodic-Rolling-CP,10,0.08439527814462798,0.953130924829038,0.6947760139744521,50.0,1.0,0.94,0.06,1.0,1.0,0.0,0.0,1.0,1,,,,,,,rolling-calibration,5.0
AI4I,37,Periodic-Rolling-CP,11,0.08531081747056977,0.953130924829038,0.6947760139744521,50.0,1.0,0.94,0.06,0.0,0.0,1.0,1.0,1.0,1,,,,,,,rolling-calibration,5.0
AI4I,37,Periodic-Rolling-CP,12,0.08569446207043727,0.953130924829038,0.6947760139744521,50.0,2.0,0.9,0.1,0.5,1.0,1.0,0.5,1.0,1,,,,,,,rolling-calibration,5.0
AI4I,37,Periodic-Rolling-CP,13,0.08809968376308928,0.953130924829038,0.6947760139744521,50.0,1.0,0.98,0.02,0.0,0.0,1.0,1.0,1.0,1,,,,,,,rolling-calibration,5.0
AI4I,37,Periodic-Rolling-CP,14,0.08809968376308928,0.953130924829038,0.6947760139744521,50.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,,,,,,,rolling-calibration,5.0
AI4I,37,Periodic-Rolling-CP,15,0.08809968376308928,0.953130924829038,0.6947760139744521,50.0,0.0,0.98,0.02,0.0,0.0,0.0,0.0,1.0,1,,,,,,,rolling-calibration,5.0
AI4I,37,Periodic-Rolling-CP,16,0.08821561673276837,0.953130924829038,0.6947760139744521,50.0,1.0,0.92,0.08,0.0,0.0,1.0,1.0,1.0,1,,,,,,,rolling-calibration,5.0
AI4I,37,Periodic-Rolling-CP,17,0.08869530196987521,0.953130924829038,0.6947760139744521,50.0,0.0,0.98,0.02,0.0,0.0,0.0,0.0,1.0,1,,,,,,,rolling-calibration,5.0
AI4I,37,Periodic-Rolling-CP,18,0.0889172823068621,0.953130924829038,0.6947760139744521,50.0,1.0,0.96,0.04,0.0,0.0,1.0,1.0,1.0,1,,,,,,,rolling-calibration,5.0
AI4I,37,Periodic-Rolling-CP,19,0.08916635488350656,0.953130924829038,0.6947760139744521,50.0,0.0,0.98,0.02,0.0,0.0,0.0,0.0,1.0,1,,,,,,,rolling-calibration,5.0
AI4I,37,Periodic-Rolling-CP,20,0.0892079816230792,0.953130924829038,0.6947760139744521,50.0,4.0,0.86,0.14,0.25,1.0,3.0,0.75,1.0,1,,,,,,,rolling-calibration,5.0
AI4I,37,Periodic-Rolling-CP,21,0.08982167515319213,0.953130924829038,0.6947760139744521,50.0,1.0,0.96,0.04,0.0,0.0,1.0,1.0,1.0,1,,,,,,,rolling-calibration,5.0
AI4I,37,Periodic-Rolling-CP,22,0.08982167515319213,0.953130924829038,0.6947760139744521,50.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,,,,,,,rolling-calibration,5.0
AI4I,37,Periodic-Rolling-CP,23,0.08982167515319213,0.953130924829038,0.6947760139744521,50.0,2.0,0.94,0.06,0.5,1.0,1.0,0.5,1.0,1,,,,,,,rolling-calibration,5.0
AI4I,37,Periodic-Rolling-CP,24,0.09065145785071477,0.953130924829038,0.6947760139744521,50.0,0.0,0.96,0.04,0.0,0.0,0.0,0.0,1.0,1,,,,,,,rolling-calibration,5.0
AI4I,37,Periodic-Rolling-CP,25,0.09089126701962039,0.953130924829038,0.6947760139744521,50.0,0.0,0.96,0.04,0.0,0.0,0.0,0.0,1.0,1,,,,,,,rolling-calibration,5.0
AI4I,37,Periodic-Rolling-CP,26,0.09201589364883475,0.953130924829038,0.6947760139744521,50.0,0.0,0.96,0.04,0.0,0.0,0.0,0.0,1.0,1,,,,,,,rolling-calibration,5.0
AI4I,37,Periodic-Rolling-CP,27,0.09257146062743579,0.953130924829038,0.6947760139744521,50.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,,,,,,,rolling-calibration,5.0
AI4I,37,Periodic-Rolling-CP,28,0.09257146062743579,0.953130924829038,0.6947760139744521,50.0,1.0,0.98,0.02,0.0,0.0,1.0,1.0,1.0,1,,,,,,,rolling-calibration,5.0
AI4I,37,Periodic-Rolling-CP,29,0.09257146062743579,0.953130924829038,0.6947760139744521,50.0,1.0,0.92,0.08,0.0,0.0,1.0,1.0,0.9999687656171914,1,,,,,,,rolling-calibration,5.0
AI4I,37,Periodic-Rolling-CP,30,0.09263003016247594,0.953130924829038,0.6947760139744521,50.0,0.0,0.96,0.04,0.0,0.0,0.0,0.0,0.9964701616247167,1,,,,,,,rolling-calibration,5.0
AI4I,37,Periodic-Rolling-CP,31,0.09292371400281431,0.953130924829038,0.6947760139744521,50.0,1.0,0.98,0.02,1.0,1.0,0.0,0.0,0.993503496661844,1,,,,,,,rolling-calibration,5.0
AI4I,37,Periodic-Rolling-CP,32,0.09353687362669817,0.953130924829038,0.6947760139744521,50.0,1.0,0.96,0.04,0.0,0.0,1.0,1.0,1.0,1,,,,,,,rolling-calibration,5.0
AI4I,37,Periodic-Rolling-CP,33,0.09383966001425588,0.953130924829038,0.6947760139744521,50.0,6.0,0.68,0.32,0.0,0.0,6.0,1.0,1.0,1,,,,,,,rolling-calibration,5.0
AI4I,37,Periodic-Rolling-CP,34,0.10040185263552169,0.953130924829038,0.6947760139744521,50.0,0.0,0.96,0.04,0.0,0.0,0.0,0.0,1.0,1,,,,,,,rolling-calibration,5.0
AI4I,37,Periodic-Rolling-CP,35,0.10088574452622474,0.953130924829038,0.6947760139744521,50.0,2.0,0.96,0.04,0.0,0.0,2.0,1.0,1.0,1,,,,,,,rolling-calibration,5.0
AI4I,37,Periodic-Rolling-CP,36,0.10088574452622474,0.953130924829038,0.6947760139744521,50.0,2.0,0.84,0.16,0.0,0.0,2.0,1.0,1.0,1,,,,,,,rolling-calibration,5.0
AI4I,37,Periodic-Rolling-CP,37,0.1018515555349627,0.953130924829038,0.6947760139744521,50.0,0.0,0.98,0.02,0.0,0.0,0.0,0.0,1.0,1,,,,,,,rolling-calibration,5.0
AI4I,37,Periodic-Rolling-CP,38,0.1027006609606926,0.953130924829038,0.6947760139744521,50.0,0.0,0.96,0.04,0.0,0.0,0.0,0.0,1.0,1,,,,,,,rolling-calibration,5.0
AI4I,37,Periodic-Rolling-CP,39,0.10434239851651611,0.953130924829038,0.6947760139744521,50.0,1.0,0.98,0.02,0.0,0.0,1.0,1.0,1.0,1,,,,,,,rolling-calibration,5.0
AI4I,37,DTCG-Proposed,0,0.0,0.953130924829038,0.6947760139744521,50.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.9326966915323472,1,,,,,,,first-shift-hold,5.0
AI4I,37,DTCG-Proposed,1,0.07000922341303228,0.953130924829038,0.6947760139744521,50.0,0.0,0.94,0.06,0.0,0.0,0.0,0.0,0.8766365194456296,1,,,,,,,shifted-base-calibration,5.0
AI4I,37,DTCG-Proposed,2,0.07000922341303228,0.953130924829038,0.6947760139744521,50.0,1.0,0.88,0.12,1.0,1.0,0.0,0.0,0.9340422473359681,1,,,,,,,shifted-base-calibration,5.0
AI4I,37,DTCG-Proposed,3,0.07000922341303228,0.953130924829038,0.6947760139744521,50.0,3.0,0.78,0.22,0.0,0.0,3.0,1.0,0.992996275886081,1,,,,,,,shifted-base-calibration,5.0
AI4I,37,DTCG-Proposed,4,0.07000922341303228,0.953130924829038,0.6947760139744521,50.0,1.0,0.86,0.14,0.0,0.0,1.0,1.0,1.0,1,,,,,,,shifted-base-calibration,5.0
AI4I,37,DTCG-Proposed,5,0.07000922341303228,0.953130924829038,0.6947760139744521,50.0,0.0,0.78,0.22,0.0,0.0,0.0,0.0,1.0,1,,,,,,,shifted-rolling-calibration,5.0
AI4I,37,DTCG-Proposed,6,0.07000922341303228,0.953130924829038,0.6947760139744521,50.0,1.0,0.94,0.06,0.0,0.0,1.0,1.0,1.0,1,,,,,,,shifted-rolling-calibration,5.0
AI4I,37,DTCG-Proposed,7,0.07000922341303228,0.953130924829038,0.6947760139744521,50.0,2.0,0.84,0.16,0.0,0.0,2.0,1.0,1.0,1,,,,,,,shifted-rolling-calibration,5.0
AI4I,37,DTCG-Proposed,8,0.07000922341303228,0.953130924829038,0.6947760139744521,50.0,1.0,0.88,0.12,0.0,0.0,1.0,1.0,1.0,1,,,,,,,shifted-rolling-calibration,5.0
AI4I,37,DTCG-Proposed,9,0.07000922341303228,0.953130924829038,0.6947760139744521,50.0,0.0,0.92,0.08,0.0,0.0,0.0,0.0,1.0,1,,,,,,,shifted-rolling-calibration,5.0
AI4I,37,DTCG-Proposed,10,0.07000922341303228,0.953130924829038,0.6947760139744521,50.0,1.0,0.94,0.06,1.0,1.0,0.0,0.0,1.0,1,,,,,,,shifted-rolling-calibration,5.0
AI4I,37,DTCG-Proposed,11,0.07000922341303228,0.953130924829038,0.6947760139744521,50.0,1.0,0.94,0.06,0.0,0.0,1.0,1.0,1.0,1,,,,,,,shifted-rolling-calibration,5.0
AI4I,37,DTCG-Proposed,12,0.07000922341303228,0.953130924829038,0.6947760139744521,50.0,2.0,0.9,0.1,0.5,1.0,1.0,0.5,1.0,1,,,,,,,shifted-rolling-calibration,5.0
AI4I,37,DTCG-Proposed,13,0.07000922341303228,0.953130924829038,0.6947760139744521,50.0,1.0,0.96,0.04,0.0,0.0,1.0,1.0,1.0,1,,,,,,,shifted-rolling-calibration,5.0
AI4I,37,DTCG-Proposed,14,0.07000922341303228,0.953130924829038,0.6947760139744521,50.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,,,,,,,shifted-rolling-calibration,5.0
AI4I,37,DTCG-Proposed,15,0.07000922341303228,0.953130924829038,0.6947760139744521,50.0,0.0,0.98,0.02,0.0,0.0,0.0,0.0,1.0,1,,,,,,,shifted-rolling-calibration,5.0
AI4I,37,DTCG-Proposed,16,0.07000922341303228,0.953130924829038,0.6947760139744521,50.0,1.0,0.92,0.08,0.0,0.0,1.0,1.0,1.0,1,,,,,,,shifted-rolling-calibration,5.0
AI4I,37,DTCG-Proposed,17,0.07000922341303228,0.953130924829038,0.6947760139744521,50.0,0.0,0.98,0.02,0.0,0.0,0.0,0.0,1.0,1,,,,,,,shifted-rolling-calibration,5.0
AI4I,37,DTCG-Proposed,18,0.07000922341303228,0.953130924829038,0.6947760139744521,50.0,1.0,0.96,0.04,0.0,0.0,1.0,1.0,1.0,1,,,,,,,shifted-rolling-calibration,5.0
